;position;squad;minutes;xg_per90;shoots_on_t_x_game;passes_x_game;dribbles_x_game;goals
3898;1;4;950.0;0.02;0.1111111111111111;1.7222222222222223;0.4444444444444444;0.0
3899;3;4;1.0;0.0;0.0;0.0;0.0;0.0
3901;3;4;1277.0;0.03;0.0;1.5;0.5625;0.0
3902;8;4;885.0;0.19;0.19047619047619047;1.0476190476190477;1.2857142857142858;1.0
3903;1;4;1429.0;0.04;0.0;1.1578947368421053;0.5789473684210527;0.0
3904;6;4;36.0;0.0;0.0;0.25;0.0;0.0
3905;3;7;2880.0;0.03;0.15625;4.6875;0.4375;0.0
3907;6;7;785.0;0.07;0.25;3.6666666666666665;0.5;0.0
3908;8;7;1031.0;0.23;0.6666666666666666;0.6190476190476191;1.619047619047619;6.0
3909;3;7;1762.0;0.03;0.047619047619047616;2.0;0.23809523809523808;0.0
3910;8;7;2339.0;0.3;0.6111111111111112;0.6944444444444444;1.1388888888888888;11.0
3911;6;7;2646.0;0.02;0.03125;4.21875;1.15625;0.0
3912;3;7;540.0;0.0;0.0;2.3333333333333335;0.16666666666666666;0.0
3913;9;7;476.0;0.37;0.4444444444444444;0.16666666666666666;0.16666666666666666;1.0
3914;6;7;963.0;0.14;0.2;1.56;0.12;0.0
3915;9;7;168.0;0.94;0.07692307692307693;0.07692307692307693;0.5384615384615384;1.0
3916;6;7;2507.0;0.1;0.4375;2.5;0.65625;3.0
3917;3;7;2934.0;0.01;0.02857142857142857;4.085714285714285;0.5714285714285714;0.0
3918;6;7;2890.0;0.06;0.35294117647058826;4.029411764705882;1.5588235294117647;2.0
3919;9;7;3199.0;0.6;1.2972972972972974;1.1081081081081081;0.9459459459459459;26.0
3920;7;7;1578.0;0.15;0.4444444444444444;1.8888888888888888;0.8888888888888888;4.0
3921;3;7;1518.0;0.02;0.14285714285714285;4.238095238095238;0.47619047619047616;0.0
3922;7;7;905.0;0.16;0.2727272727272727;2.0;0.5909090909090909;2.0
3923;7;7;55.0;0.0;0.0;0.6;0.2;0.0
3924;3;7;184.0;0.01;0.3333333333333333;5.333333333333333;0.6666666666666666;0.0
3925;3;7;1655.0;0.02;0.15789473684210525;3.3157894736842106;0.3157894736842105;1.0
3926;6;7;599.0;0.06;0.21428571428571427;1.9285714285714286;0.6428571428571429;0.0
3927;2;6;270.0;0.17;0.2;0.4;1.6;1.0
3928;9;6;1488.0;0.47;0.6896551724137931;0.13793103448275862;0.3793103448275862;7.0
3929;8;6;2875.0;0.28;0.8285714285714286;2.0285714285714285;1.6857142857142857;8.0
3930;9;6;239.0;0.06;0.07692307692307693;0.15384615384615385;0.07692307692307693;0.0
3931;6;6;2010.0;0.09;0.1875;2.3125;1.0625;1.0
3932;9;6;175.0;0.21;0.2857142857142857;0.42857142857142855;0.2857142857142857;1.0
3934;3;6;1035.0;0.09;0.3333333333333333;7.0;0.6666666666666666;1.0
3935;3;6;1260.0;0.07;0.21428571428571427;3.2857142857142856;0.14285714285714285;2.0
3936;8;6;1074.0;0.24;0.5789473684210527;0.5789473684210527;0.8421052631578947;2.0
3937;6;6;1848.0;0.05;0.38461538461538464;2.6153846153846154;1.1153846153846154;4.0
3938;3;6;179.0;0.0;0.0;0.0;0.0;0.0
3939;1;6;2975.0;0.03;0.08571428571428572;2.342857142857143;1.457142857142857;2.0
3940;6;6;1847.0;0.11;0.2413793103448276;3.2413793103448274;0.9655172413793104;2.0
3941;6;6;1859.0;0.01;0.0;4.538461538461538;0.4230769230769231;0.0
3942;3;6;1516.0;0.01;0.0;2.5789473684210527;0.10526315789473684;0.0
3943;3;6;2790.0;0.09;0.22580645161290322;4.580645161290323;0.2903225806451613;4.0
3944;3;6;1508.0;0.01;0.1111111111111111;3.6666666666666665;0.3333333333333333;1.0
3945;9;6;603.0;0.42;0.47368421052631576;0.3684210526315789;0.3157894736842105;2.0
3946;9;6;16.0;0.0;0.0;0.0;0.0;0.0
3948;3;6;1356.0;0.02;0.125;2.5625;0.5625;1.0
3949;3;6;1.0;0.0;0.0;0.0;0.0;0.0
3950;1;6;2672.0;0.07;0.15151515151515152;2.242424242424242;0.8484848484848485;1.0
3951;6;6;1972.0;0.09;0.2857142857142857;5.142857142857143;1.0714285714285714;2.0
3952;9;6;6.0;0.0;0.0;0.0;0.0;0.0
3953;9;6;398.0;0.11;3.0;0.0;4.0;0.0
3954;6;5;378.0;0.14;0.14285714285714285;2.0;1.0;0.0
3955;3;5;624.0;0.01;0.0;2.4444444444444446;0.5555555555555556;0.0
3956;9;5;1526.0;0.36;0.75;0.5416666666666666;0.3333333333333333;4.0
3957;3;5;2756.0;0.2;0.3225806451612903;3.4193548387096775;2.3225806451612905;7.0
3958;3;5;90.0;0.0;0.0;1.0;0.0;0.0
3959;8;5;172.0;0.0;0.0;0.25;0.25;0.0
3960;9;5;1345.0;0.24;0.65;0.75;1.05;5.0
3961;7;5;1082.0;0.1;0.2777777777777778;2.0;2.111111111111111;1.0
3962;8;5;425.0;0.23;0.5384615384615384;0.46153846153846156;1.0;2.0
3963;6;5;993.0;0.02;0.0;3.0;0.07142857142857142;0.0
3964;8;5;189.0;0.21;0.14285714285714285;0.14285714285714285;0.42857142857142855;0.0
3965;2;5;1746.0;0.11;0.20833333333333334;1.25;0.7083333333333334;1.0
3966;3;5;630.0;0.06;0.2857142857142857;2.0;0.0;0.0
3968;3;5;1875.0;0.02;0.047619047619047616;2.238095238095238;1.1904761904761905;1.0
3969;6;5;1356.0;0.01;0.047619047619047616;1.8571428571428572;0.5714285714285714;0.0
3970;3;5;2614.0;0.04;0.06666666666666667;2.466666666666667;0.6333333333333333;2.0
3971;2;5;1004.0;0.12;0.2;1.6;1.2;1.0
3972;6;5;1729.0;0.13;0.3076923076923077;1.3076923076923077;1.3461538461538463;2.0
3973;8;5;664.0;0.31;0.5833333333333334;0.5833333333333334;0.4166666666666667;3.0
3974;1;5;1763.0;0.01;0.047619047619047616;3.9523809523809526;0.47619047619047616;0.0
3975;8;5;1407.0;0.31;0.85;1.0;0.9;2.0
3976;2;7;762.0;0.09;0.17647058823529413;1.0;0.4117647058823529;0.0
3977;2;7;629.0;0.03;0.2222222222222222;0.5555555555555556;0.4444444444444444;0.0
3978;6;7;2667.0;0.11;0.25;7.0;1.9375;3.0
3979;9;7;2812.0;0.56;0.9714285714285714;1.3428571428571427;1.2857142857142858;18.0
3980;3;7;2130.0;0.03;0.08333333333333333;2.2083333333333335;0.375;1.0
3981;1;7;1545.0;0.07;0.14285714285714285;2.9047619047619047;0.6666666666666666;0.0
3982;1;7;446.0;0.02;0.14285714285714285;3.2857142857142856;0.5714285714285714;0.0
3983;3;7;2765.0;0.02;0.09375;2.03125;0.09375;0.0
3984;6;7;540.0;0.02;0.0;2.5;0.7;0.0
3985;8;7;152.0;0.37;0.0625;0.125;0.3125;1.0
3986;3;7;1738.0;0.06;0.13043478260869565;1.608695652173913;0.08695652173913043;2.0
3987;6;7;1746.0;0.09;0.22580645161290322;2.4193548387096775;0.8064516129032258;2.0
3988;7;7;1441.0;0.2;2.3333333333333335;0.5;6.333333333333333;6.0
3989;1;7;2712.0;0.04;0.34375;3.34375;1.25;1.0
3990;9;7;76.0;0.75;0.5;0.25;0.25;0.0
3991;1;7;1583.0;0.18;0.12121212121212122;1.6363636363636365;1.0606060606060606;2.0
3992;6;7;357.0;0.01;0.0;1.2;0.7;0.0
3993;7;7;2724.0;0.36;0.9393939393939394;2.696969696969697;1.0606060606060606;13.0
3994;9;7;2159.0;0.4;0.9259259259259259;1.1111111111111112;0.6296296296296297;9.0
3996;7;7;2280.0;0.2;0.2647058823529412;2.676470588235294;1.6176470588235294;3.0
3997;1;7;528.0;0.08;0.45454545454545453;2.0;0.7272727272727273;0.0
3998;3;7;536.0;0.03;0.14285714285714285;2.142857142857143;0.0;0.0
3999;7;5;1432.0;0.15;0.41379310344827586;1.3448275862068966;0.6206896551724138;3.0
4000;9;5;983.0;0.33;0.32;0.16;0.2;2.0
4001;3;5;2151.0;0.03;0.04;2.12;0.08;0.0
4002;3;5;2160.0;0.04;0.08333333333333333;2.8333333333333335;0.2916666666666667;1.0
4003;6;5;98.0;0.0;0.0;2.0;0.0;0.0
4004;7;5;793.0;0.21;0.375;0.6875;0.5;0.0
4006;8;5;476.0;0.37;0.6666666666666666;0.25;0.25;1.0
4007;9;5;34.0;0.0;0.0;0.0;0.0;0.0
4009;3;5;1170.0;0.04;0.07692307692307693;2.6153846153846154;0.46153846153846156;0.0
4010;9;5;1651.0;0.47;0.7916666666666666;1.3333333333333333;1.4166666666666667;7.0
4011;6;5;1613.0;0.07;0.19047619047619047;3.1904761904761907;1.380952380952381;1.0
4012;8;5;1272.0;0.32;0.34615384615384615;0.5;0.23076923076923078;5.0
4014;9;5;137.0;1.17;0.3333333333333333;0.0;0.16666666666666666;1.0
4015;8;5;3270.0;0.17;0.5789473684210527;1.631578947368421;2.8157894736842106;6.0
4016;6;5;2136.0;0.03;0.12903225806451613;3.903225806451613;0.3870967741935484;1.0
4017;8;5;212.0;0.25;0.14285714285714285;0.14285714285714285;0.42857142857142855;0.0
4018;3;5;1495.0;0.02;0.16666666666666666;2.7777777777777777;0.5;1.0
4019;3;5;1700.0;0.04;0.20833333333333334;2.125;0.125;1.0
4020;1;5;1186.0;0.04;0.1875;2.125;0.125;1.0
4021;1;5;1712.0;0.03;0.21739130434782608;1.3478260869565217;0.9565217391304348;2.0
4022;3;5;2027.0;0.02;0.043478260869565216;2.869565217391304;0.5217391304347826;0.0
4023;2;5;1945.0;0.17;0.5384615384615384;2.0;0.23076923076923078;7.0
4024;3;5;1518.0;0.1;0.17647058823529413;2.0588235294117645;0.11764705882352941;0.0
4025;9;4;2133.0;0.28;0.45714285714285713;0.7428571428571429;0.8285714285714286;5.0
4026;3;4;2301.0;0.03;0.1111111111111111;3.2962962962962963;1.1111111111111112;2.0
4027;3;4;2542.0;0.02;0.0;3.7419354838709675;0.25806451612903225;0.0
4028;2;4;564.0;0.05;0.0;1.2222222222222223;0.7777777777777778;0.0
4029;1;4;175.0;0.05;0.0;0.16666666666666666;0.16666666666666666;0.0
4030;3;4;279.0;0.06;0.2;0.2;0.2;0.0
4031;1;4;2949.0;0.08;0.45714285714285713;1.3428571428571427;1.2285714285714286;3.0
4032;9;4;976.0;0.23;0.35;0.65;0.5;3.0
4034;2;4;2835.0;0.05;0.15151515151515152;1.2121212121212122;2.0;0.0
4035;6;4;317.0;0.03;0.0;1.5;0.3;0.0
4037;6;4;2741.0;0.02;0.029411764705882353;3.8529411764705883;0.7941176470588235;0.0
4038;6;4;8.0;0.71;0.0;0.0;0.0;0.0
4039;6;4;1072.0;0.05;0.2;0.0;0.4;0.0
4040;9;4;863.0;0.27;0.17391304347826086;0.30434782608695654;0.08695652173913043;2.0
4041;9;4;3031.0;0.4;1.0;0.9166666666666666;1.1944444444444444;16.0
4043;3;4;81.0;0.0;0.0;0.5;0.0;0.0
4044;6;4;1841.0;0.03;0.14285714285714285;3.0357142857142856;0.5714285714285714;0.0
4045;6;4;668.0;0.03;0.06666666666666667;2.933333333333333;0.26666666666666666;0.0
4046;6;4;1222.0;0.1;0.16666666666666666;1.6666666666666667;0.5416666666666666;2.0
4047;3;4;2335.0;0.01;0.14285714285714285;1.25;0.03571428571428571;2.0
4049;9;6;1531.0;0.34;0.68;0.72;0.56;9.0
4050;3;6;2298.0;0.01;0.0;3.103448275862069;0.5517241379310345;0.0
4051;1;6;1727.0;0.04;0.08695652173913043;2.782608695652174;0.8260869565217391;0.0
4052;7;6;671.0;0.25;0.4117647058823529;0.7647058823529411;0.23529411764705882;1.0
4053;9;6;2052.0;0.25;0.5;0.7352941176470589;1.5;8.0
4054;6;6;912.0;0.08;0.17647058823529413;1.411764705882353;1.2352941176470589;2.0
4055;7;6;1058.0;0.12;0.5555555555555556;1.9444444444444444;0.4444444444444444;5.0
4056;8;6;237.0;0.02;0.125;0.875;0.875;0.0
4057;6;6;168.0;0.03;0.2;0.8;0.0;0.0
4059;3;6;2152.0;0.03;0.07407407407407407;2.5555555555555554;0.3333333333333333;1.0
4060;1;6;3060.0;0.09;0.2647058823529412;4.323529411764706;1.3529411764705883;5.0
4061;2;6;1291.0;0.08;0.3181818181818182;2.1363636363636362;0.8636363636363636;0.0
4062;6;6;2059.0;0.18;0.391304347826087;5.217391304347826;1.173913043478261;3.0
4063;3;6;2815.0;0.04;0.1875;3.96875;0.1875;3.0
4064;9;6;1771.0;0.35;0.53125;0.09375;0.65625;9.0
4065;6;6;10.0;0.0;0.0;1.0;0.0;0.0
4067;6;6;2665.0;0.05;0.25;3.75;1.125;3.0
4068;7;6;2479.0;0.17;0.5;1.3235294117647058;0.8823529411764706;5.0
4069;8;6;627.0;0.22;0.25;0.45;1.0;1.0
4070;8;1;1251.0;0.12;0.47058823529411764;1.2352941176470589;0.8823529411764706;0.0
4071;8;1;571.0;0.11;0.3076923076923077;1.0769230769230769;0.38461538461538464;0.0
4072;1;6;2160.0;0.08;0.2;1.7333333333333334;1.2333333333333334;1.0
4073;1;6;1807.0;0.07;0.2916666666666667;2.0416666666666665;2.4583333333333335;3.0
4074;6;6;2379.0;0.1;0.3235294117647059;2.6470588235294117;0.9117647058823529;4.0
4075;9;6;3299.0;0.48;1.135135135135135;1.135135135135135;1.2162162162162162;15.0
4076;7;6;1486.0;0.07;0.22580645161290322;0.5806451612903226;1.5483870967741935;2.0
4077;1;6;2415.0;0.1;0.28125;1.6875;0.3125;2.0
4078;3;6;1387.0;0.0;0.058823529411764705;1.7647058823529411;0.8823529411764706;0.0
4079;8;6;77.0;0.06;0.0;0.0;0.3333333333333333;0.0
4080;8;6;1612.0;0.33;0.8461538461538461;1.8846153846153846;1.0384615384615385;6.0
4082;3;6;3271.0;0.06;0.21621621621621623;3.8378378378378377;0.3783783783783784;4.0
4083;3;6;90.0;0.0;0.0;0.5;1.0;0.0
4084;6;6;2659.0;0.04;0.2857142857142857;2.8;1.8571428571428572;2.0
4085;6;6;1.0;0.0;0.0;0.0;0.0;0.0
4086;3;6;2010.0;0.0;0.0;3.5416666666666665;0.16666666666666666;0.0
4087;7;6;377.0;0.26;0.23529411764705882;0.4117647058823529;0.5294117647058824;0.0
4088;6;6;2799.0;0.05;0.29411764705882354;3.323529411764706;0.8529411764705882;3.0
4090;7;6;468.0;0.05;0.09090909090909091;1.1818181818181819;0.9090909090909091;0.0
4091;9;6;1437.0;0.48;0.9310344827586207;0.3793103448275862;0.20689655172413793;4.0
4092;3;7;2922.0;0.03;0.17647058823529413;5.676470588235294;0.058823529411764705;0.0
4093;7;7;1825.0;0.26;0.72;3.24;1.12;5.0
4094;6;7;3.0;0.0;0.0;0.0;0.0;0.0
4095;1;7;564.0;0.02;0.125;1.125;1.0;0.0
4096;3;7;1844.0;0.04;0.037037037037037035;3.037037037037037;0.14814814814814814;0.0
4097;6;7;515.0;0.01;0.0;2.1;0.6;0.0
4098;6;7;1506.0;0.1;0.15;4.0;0.2;3.0
4099;7;7;2774.0;0.18;0.8857142857142857;5.171428571428572;0.6;8.0
4100;3;7;888.0;0.08;0.08333333333333333;2.3333333333333335;1.8333333333333333;1.0
4102;9;7;39.0;0.76;0.6666666666666666;0.0;0.0;0.0
4103;9;7;2424.0;0.53;1.5;2.0714285714285716;1.5357142857142858;17.0
4104;9;7;694.0;0.39;0.25;0.45;0.45;1.0
4106;8;7;2121.0;0.23;0.625;1.15625;1.375;10.0
4107;1;7;1798.0;0.03;0.07692307692307693;2.230769230769231;1.3461538461538463;0.0
4108;3;7;1942.0;0.05;0.13043478260869565;1.826086956521739;0.0;1.0
4109;6;7;2330.0;0.04;0.10344827586206896;3.6551724137931036;1.5517241379310345;0.0
4110;7;7;220.0;0.02;0.0;0.875;0.25;0.0
4111;3;7;2276.0;0.02;0.1111111111111111;3.4814814814814814;0.3333333333333333;1.0
4112;3;7;1911.0;0.07;0.09090909090909091;5.5;0.4090909090909091;1.0
4114;3;7;376.0;0.09;0.0;1.0;1.1666666666666667;0.0
4115;6;7;516.0;0.17;0.15384615384615385;1.4615384615384615;0.38461538461538464;1.0
4116;6;7;1597.0;0.04;0.07692307692307693;5.230769230769231;0.6153846153846154;1.0
4117;3;4;2880.0;0.02;0.125;2.34375;0.8125;0.0
4118;6;4;13.0;0.0;0.0;2.0;0.0;0.0
4119;6;4;984.0;0.01;0.0;2.9375;0.3125;0.0
4120;2;4;1431.0;0.02;0.043478260869565216;1.2173913043478262;0.0;1.0
4121;3;4;633.0;0.02;0.1111111111111111;1.3333333333333333;0.3333333333333333;1.0
4122;8;4;2469.0;0.09;0.2571428571428571;1.2;1.4857142857142858;4.0
4123;7;4;1899.0;0.22;0.16666666666666666;2.7777777777777777;1.4722222222222223;4.0
4124;3;4;136.0;0.0;0.0;0.3333333333333333;0.0;0.0
4125;6;4;2330.0;0.08;0.16129032258064516;2.4838709677419355;0.41935483870967744;2.0
4127;8;4;3240.0;0.41;0.9166666666666666;1.9166666666666667;2.9166666666666665;11.0
4128;8;4;629.0;0.24;0.3157894736842105;0.21052631578947367;0.3157894736842105;0.0
4129;3;4;3015.0;0.08;0.17647058823529413;2.2058823529411766;0.14705882352941177;1.0
4130;9;4;1444.0;0.26;0.42857142857142855;0.39285714285714285;0.5714285714285714;4.0
4131;1;4;446.0;0.01;0.0;1.4;0.0;0.0
4132;3;4;90.0;0.0;0.0;3.0;0.0;0.0
4133;8;4;25.0;0.0;0.0;0.5;0.0;0.0
4134;1;4;863.0;0.04;0.1;1.6;0.8;0.0
4135;3;4;1935.0;0.01;0.13636363636363635;2.090909090909091;1.0;0.0
4137;6;4;2467.0;0.05;0.17857142857142858;6.035714285714286;1.9642857142857142;1.0
4138;9;4;1243.0;0.46;0.7619047619047619;0.2857142857142857;0.5238095238095238;3.0
4139;3;4;1620.0;0.0;0.0;2.7777777777777777;0.3888888888888889;0.0
4140;6;4;1259.0;0.02;0.1;1.95;0.1;1.0
4141;1;4;1994.0;0.09;0.20833333333333334;2.1666666666666665;0.875;2.0
4142;3;4;157.0;0.0;0.0;0.5;0.2;0.0
4143;6;5;1361.0;0.05;0.10526315789473684;1.0526315789473684;0.5789473684210527;1.0
4144;3;5;583.0;0.0;0.0;0.0;0.0;0.0
4145;1;5;1495.0;0.05;0.08333333333333333;1.1666666666666667;1.375;0.0
4146;3;5;1173.0;0.07;0.125;0.875;0.375;1.0
4147;7;5;3189.0;0.27;0.6944444444444444;4.861111111111111;2.6666666666666665;9.0
4148;6;5;2639.0;0.11;0.3870967741935484;2.032258064516129;2.129032258064516;2.0
4149;6;5;137.0;0.01;0.3333333333333333;0.6666666666666666;0.0;1.0
4150;2;5;97.0;0.08;0.0;0.3333333333333333;0.3333333333333333;0.0
4151;9;5;2453.0;0.34;0.5555555555555556;0.25;0.3055555555555556;6.0
4152;8;5;463.0;0.26;0.23076923076923078;0.5384615384615384;1.2307692307692308;0.0
4153;6;5;2918.0;0.05;0.3142857142857143;1.8;0.22857142857142856;3.0
4155;3;5;2127.0;0.0;0.037037037037037035;1.8148148148148149;0.037037037037037035;1.0
4156;9;5;970.0;0.26;0.4375;0.0625;1.5;6.0
4157;3;5;327.0;0.06;0.0;1.0;0.5;0.0
4158;1;5;184.0;0.01;0.0;0.75;0.25;0.0
4159;8;5;2178.0;0.22;0.4857142857142857;0.9428571428571428;1.457142857142857;4.0
4160;6;5;594.0;0.03;0.08333333333333333;1.4166666666666667;0.5;0.0
4162;1;5;3234.0;0.05;0.19444444444444445;3.6666666666666665;0.5555555555555556;1.0
4163;1;5;973.0;0.02;0.07692307692307693;1.3076923076923077;0.15384615384615385;0.0
4164;3;5;3064.0;0.01;0.0;1.2857142857142858;0.05714285714285714;0.0
4165;5;5;32.0;0.05;0.0;0.0;0.0;0.0
4166;3;5;95.0;0.22;0.5;1.0;0.0;0.0
4167;1;5;199.0;0.01;0.0;0.4;0.0;0.0
4168;3;5;956.0;0.0;0.0;1.25;1.5;0.0
4169;9;7;750.0;0.42;0.6666666666666666;0.3333333333333333;0.8666666666666667;5.0
4170;7;7;1706.0;0.17;0.25925925925925924;1.2592592592592593;0.8148148148148148;2.0
4171;6;7;1761.0;0.02;0.11538461538461539;3.423076923076923;1.1923076923076923;0.0
4172;3;7;1580.0;0.1;0.18181818181818182;1.1363636363636365;0.22727272727272727;2.0
4174;9;7;1612.0;0.41;0.42424242424242425;0.5151515151515151;0.42424242424242425;6.0
4175;3;7;2136.0;0.06;0.25;3.375;0.041666666666666664;2.0
4176;7;7;1465.0;0.13;0.56;1.84;1.84;5.0
4177;6;7;1245.0;0.15;0.21052631578947367;4.052631578947368;1.3157894736842106;1.0
4178;3;7;270.0;0.06;0.0;2.75;0.5;0.0
4179;9;7;1852.0;0.36;0.7;0.7333333333333333;0.5;7.0
4180;3;7;113.0;0.02;1.0;11.0;0.0;0.0
4182;3;7;2623.0;0.03;0.06666666666666667;2.0;0.06666666666666667;0.0
4183;3;7;1868.0;0.02;0.08695652173913043;2.5217391304347827;1.2173913043478262;1.0
4184;9;7;2528.0;0.48;0.8787878787878788;1.5757575757575757;1.5757575757575757;8.0
4185;3;7;601.0;0.04;0.0;1.5714285714285714;0.14285714285714285;0.0
4186;8;7;965.0;0.22;1.75;0.5;5.25;3.0
4187;6;7;2460.0;0.11;0.45161290322580644;2.225806451612903;1.0;2.0
4188;3;7;1339.0;0.04;0.75;1.0;1.0;2.0
4189;1;7;2354.0;0.06;0.09375;2.59375;0.375;1.0
4190;6;3;2976.0;0.1;0.35294117647058826;5.0;0.7058823529411765;3.0
4191;1;3;1863.0;0.05;0.06666666666666667;1.6666666666666667;0.9666666666666667;2.0
4192;6;3;1081.0;0.22;0.21052631578947367;0.8421052631578947;0.15789473684210525;1.0
4193;3;3;3130.0;0.02;0.05555555555555555;2.6944444444444446;0.2222222222222222;1.0
4194;2;3;841.0;0.02;0.0;1.0;0.10526315789473684;0.0
4195;1;3;839.0;0.05;0.15384615384615385;0.5384615384615384;0.07692307692307693;1.0
4196;9;3;1514.0;0.29;0.8823529411764706;0.058823529411764705;1.1176470588235294;3.0
4197;8;3;160.0;0.06;0.3333333333333333;0.6666666666666666;1.0;0.0
4199;3;3;2098.0;0.01;0.1111111111111111;1.7777777777777777;0.2962962962962963;0.0
4200;3;3;3100.0;0.01;0.02857142857142857;1.7142857142857142;0.5142857142857142;0.0
4201;7;3;2693.0;0.13;0.42424242424242425;2.0;0.8484848484848485;3.0
4202;8;3;38.0;0.0;0.0;0.0;0.0;0.0
4203;9;3;63.0;0.07;0.0;0.0;0.0;0.0
4204;7;3;492.0;0.08;0.875;0.75;0.875;1.0
4205;9;3;2148.0;0.31;0.3939393939393939;1.0606060606060606;0.8484848484848485;6.0
4206;8;3;657.0;0.24;0.4090909090909091;0.6818181818181818;0.6363636363636364;2.0
4207;7;3;1762.0;0.15;0.5;1.5;2.4615384615384617;2.0
4209;9;7;1270.0;0.41;0.42424242424242425;0.21212121212121213;0.30303030303030304;6.0
4210;3;7;230.0;0.0;0.0;1.0;0.0;0.0
4211;6;7;1588.0;0.02;0.043478260869565216;3.260869565217391;0.5217391304347826;0.0
4212;7;7;2647.0;0.15;0.2;4.6571428571428575;1.8;4.0
4213;3;7;1495.0;0.04;0.09523809523809523;3.5714285714285716;0.47619047619047616;1.0
4215;7;7;2479.0;0.16;0.45714285714285713;3.085714285714286;1.4857142857142858;2.0
4216;6;7;233.0;0.0;0.0;2.4;0.6;0.0
4217;1;7;2627.0;0.07;0.1935483870967742;2.3548387096774195;0.4838709677419355;2.0
4218;3;7;2599.0;0.05;0.22580645161290322;2.5806451612903225;0.41935483870967744;1.0
4219;3;7;2964.0;0.03;0.06060606060606061;3.9696969696969697;0.030303030303030304;1.0
4220;7;7;1665.0;0.11;0.2631578947368421;2.6315789473684212;0.631578947368421;3.0
4221;6;7;74.0;0.0;0.0;1.3333333333333333;0.0;0.0
4222;2;7;506.0;0.11;0.25;2.5;0.875;0.0
4223;9;7;2315.0;0.37;0.9142857142857143;1.3428571428571427;1.542857142857143;8.0
4224;6;7;610.0;0.01;0.0;3.9;0.4;0.0
4225;4;7;2095.0;0.1;0.4117647058823529;1.0;1.1764705882352942;3.0
4226;3;7;627.0;0.02;0.0;2.7142857142857144;0.0;0.0
4227;6;7;191.0;0.06;0.0;0.25;0.0;0.0
4228;3;7;1975.0;0.02;0.045454545454545456;4.045454545454546;0.6363636363636364;0.0
4229;8;7;1139.0;0.17;3.6666666666666665;0.3333333333333333;6.666666666666667;2.0
4230;9;7;2144.0;0.45;0.9411764705882353;0.5;1.5588235294117647;10.0
4231;6;7;1547.0;0.04;0.041666666666666664;3.9583333333333335;0.25;0.0
4232;3;6;185.0;0.0;0.0;1.0;0.0;0.0
4233;6;6;2944.0;0.03;0.09090909090909091;4.606060606060606;0.9696969696969697;1.0
4234;3;6;3096.0;0.05;0.16666666666666666;1.6944444444444444;0.08333333333333333;3.0
4235;7;6;270.0;0.05;0.1111111111111111;1.1111111111111112;0.1111111111111111;0.0
4236;7;6;478.0;0.04;0.07692307692307693;1.1538461538461537;0.07692307692307693;1.0
4237;9;6;2545.0;0.33;0.875;1.90625;0.1875;9.0
4238;9;6;2066.0;0.36;0.7666666666666667;1.3333333333333333;1.4666666666666666;10.0
4239;6;6;3062.0;0.16;0.45714285714285713;4.257142857142857;1.1714285714285715;5.0
4240;3;6;2049.0;0.02;0.10344827586206896;2.2758620689655173;0.5517241379310345;1.0
4242;9;6;1366.0;0.4;0.5172413793103449;0.41379310344827586;0.41379310344827586;7.0
4243;7;6;2418.0;0.09;0.25;2.03125;0.65625;2.0
4244;3;6;1520.0;0.02;0.05555555555555555;2.6666666666666665;0.6666666666666666;0.0
4245;3;6;1586.0;0.08;0.09523809523809523;1.4285714285714286;0.0;0.0
4246;3;6;1927.0;0.04;0.038461538461538464;1.8076923076923077;0.038461538461538464;0.0
4247;3;6;1004.0;0.01;0.0;2.142857142857143;0.42857142857142855;0.0
4248;3;6;84.0;0.0;0.0;0.0;0.5;0.0
4249;9;6;970.0;0.26;3.5;0.5;12.0;6.0
4250;8;6;2815.0;0.16;0.6363636363636364;2.1515151515151514;1.393939393939394;6.0
4251;3;6;13.0;0.0;0.0;0.0;0.0;0.0
4252;6;6;338.0;0.04;0.125;3.125;1.0;1.0
4253;8;6;754.0;0.09;0.17647058823529413;0.6470588235294118;1.2941176470588236;1.0
4254;8;6;1052.0;0.23;0.36666666666666664;0.4666666666666667;0.5333333333333333;1.0
4255;6;6;199.0;0.01;0.0;1.0;0.0;0.0
4256;3;5;3026.0;0.04;0.17647058823529413;2.8529411764705883;0.2647058823529412;1.0
4257;2;5;1079.0;0.01;0.06666666666666667;5.0;0.2;0.0
4258;9;5;23.0;0.0;0.0;0.5;0.0;0.0
4259;8;5;1113.0;0.27;0.5217391304347826;0.8260869565217391;0.7391304347826086;4.0
4260;6;5;3052.0;0.09;0.4411764705882353;3.4705882352941178;0.5882352941176471;5.0
4261;3;5;474.0;0.0;0.0;3.142857142857143;0.14285714285714285;0.0
4262;3;5;2814.0;0.12;0.375;2.53125;0.5;3.0
4263;8;5;828.0;0.67;0.8888888888888888;0.6666666666666666;0.2777777777777778;4.0
4264;9;5;373.0;0.09;0.25;1.125;1.0;0.0
4266;6;5;2816.0;0.11;0.2727272727272727;2.242424242424242;0.6666666666666666;5.0
4267;3;5;1414.0;0.03;0.047619047619047616;3.0952380952380953;0.14285714285714285;0.0
4268;7;5;873.0;0.11;0.391304347826087;1.434782608695652;0.6086956521739131;3.0
4269;3;5;2637.0;0.01;0.03333333333333333;5.333333333333333;0.5;0.0
4270;8;5;1346.0;0.25;0.2857142857142857;2.1904761904761907;1.0476190476190477;3.0
4271;9;5;692.0;0.46;0.34615384615384615;0.7692307692307693;0.3076923076923077;5.0
